221,2,1,3,0
222,1,0,3,2
223,0,2,1,3
224,1,2,0,3
225,0,1,2,3
226,0,1,3,2
227,2,1,3,0
228,0,1,2,3
229,1,2,3,0
230,1,3,2,0
231,2,3,1,0
232,3,0,1,2
233,2,1,3,0
234,1,0,3,2
235,2,1,0,3
236,1,0,2,3
237,0,1,3,2
238,3,1,2,0
239,3,2,1,0
240,1,0,2,3
241,3,1,0,2
242,3,1,0,2
243,1,3,2,0
244,1,2,0,3
245,0,1,3,2
246,0,1,3,2
247,0,1,3,2
248,1,0,3,2
249,3,0,1,2
250,3,1,0,2
251,1,3,0,2
252,2,3,1,0
253,1,3,0,2
254,0,3,1,2
255,3,1,0,2
256,3,0,1,2
257,3,2,1,0
258,1,0,3,2
259,1,2,3,0
260,0,2,3,1
261,3,1,2,0
262,0,1,3,2
263,1,2,0,3
264,3,1,0,2
265,3,1,2,0
266,1,2,0,3
267,0,1,2,3
268,2,0,1,3
269,3,1,0,2
270,0,3,1,2
271,3,0,1,2
272,1,3,2,0
273,1,3,2,0
274,3,1,2,0
275,2,0,3,1
276,1,3,2,0
277,0,1,3,2
278,2,3,1,0
279,0,1,3,2
280,3,0,2,1
281,1,3,0,2
282,1,2,3,0
283,1,0,3,2
284,3,1,0,2
285,3,1,0,2
286,3,2,0,1
287,3,1,0,2
288,2,0,3,1
289,3,0,1,2
290,2,3,1,0
291,1,3,2,0
292,1,3,2,0
293,1,0,3,2
294,2,0,1,3
295,3,1,2,0
296,1,0,3,2
297,2,1,3,0
298,2,3,1,0
299,2,1,0,3
300,1,3,0,2
301,3,1,2,0
302,3,2,1,0
303,2,1,3,0
304,3,1,2,0
305,1,3,0,2
306,1,0,2,3
307,3,1,2,0
308,2,1,3,0
309,0,1,3,2
310,2,1,0,3
311,1,3,0,2
312,2,1,3,0
313,1,3,2,0
314,3,2,0,1
315,3,2,1,0
316,3,0,2,1
317,2,1,3,0
318,1,0,3,2
319,3,2,0,1
320,1,3,2,0
321,0,3,2,1
322,1,2,3,0
323,1,0,2,3
324,3,1,0,2
325,1,0,2,3
326,1,2,3,0
327,1,0,2,3
328,3,1,2,0
329,3,2,1,0
330,3,0,1,2
331,3,1,2,0
332,1,2,3,0
333,1,0,3,2
334,2,3,0,1
335,2,1,0,3
336,2,0,3,1
337,2,3,0,1
338,3,1,2,0
339,3,2,1,0
340,3,1,0,2
341,3,0,1,2
342,0,1,3,2
343,3,2,1,0
344,0,2,3,1
345,2,1,3,0
346,3,2,1,0
347,1,0,3,2
348,2,0,1,3
349,2,1,3,0
350,0,1,3,2
351,1,3,2,0
352,3,2,1,0
353,2,0,1,3
354,1,0,3,2
355,3,1,2,0
356,1,0,3,2
357,1,0,3,2
358,3,2,1,0
359,2,1,3,0
360,1,3,2,0
361,3,0,1,2
362,1,2,3,0
363,0,3,2,1
364,2,1,3,0
365,1,3,0,2
366,0,2,1,3
367,2,3,1,0
368,3,1,2,0
369,3,1,2,0
370,1,3,2,0
371,1,2,3,0
372,0,3,1,2
373,2,1,3,0
374,2,3,1,0
375,2,1,3,0
376,0,2,1,3
377,2,1,0,3
378,3,1,2,0
379,0,3,2,1
380,1,2,3,0
381,2,3,1,0
382,1,2,0,3
383,3,0,1,2
384,1,2,0,3
385,3,0,1,2
386,2,1,0,3
387,2,3,0,1
388,2,1,0,3
389,2,0,1,3
390,3,1,2,0
391,1,3,2,0
392,1,0,2,3
393,1,3,0,2
394,3,2,0,1
395,2,0,1,3
396,1,3,0,2
397,1,2,3,0
398,3,0,2,1
399,1,2,0,3
400,3,0,1,2
401,1,3,2,0
402,0,3,1,2
403,2,3,1,0
404,1,2,0,3
405,0,1,3,2
406,2,1,3,0
407,0,1,3,2
408,1,2,3,0
409,1,3,0,2
410,1,0,3,2
411,1,0,3,2
412,0,2,1,3
413,3,0,1,2
414,2,1,0,3
415,1,3,2,0
416,3,2,1,0
417,2,3,1,0
418,2,1,3,0
419,0,3,2,1
420,2,1,3,0
421,1,2,0,3
422,2,3,0,1
423,3,1,0,2
424,1,2,3,0
425,0,2,1,3
426,0,2,1,3
427,1,0,3,2
428,0,2,3,1
429,2,3,0,1
430,1,0,3,2
431,2,1,0,3
432,2,1,0,3
433,2,0,1,3
434,0,2,1,3
435,2,3,0,1
436,0,1,3,2
437,3,1,2,0
438,2,1,0,3
439,0,3,2,1
440,3,1,2,0
441,3,2,0,1
442,3,1,2,0
443,1,0,3,2
444,0,3,1,2
445,3,2,0,1
446,1,2,3,0
447,0,3,1,2
448,2,1,3,0
449,2,0,3,1
450,2,1,0,3
451,3,2,1,0
452,2,0,3,1
453,2,1,3,0
454,3,1,2,0
455,0,1,2,3
456,2,1,3,0
457,2,0,1,3
458,3,1,0,2
459,1,0,2,3
460,2,3,1,0
461,3,2,1,0
462,3,2,1,0
463,1,2,0,3
464,0,1,3,2
465,2,0,1,3
466,2,3,1,0
467,1,3,0,2
468,0,1,2,3
469,3,1,2,0
470,0,2,1,3
471,1,3,2,0
472,3,2,1,0
473,1,2,3,0
474,0,3,1,2
475,1,2,3,0
476,1,3,2,0
477,0,1,2,3
478,1,3,0,2
479,1,2,3,0
480,0,1,3,2
481,0,1,2,3
482,1,0,3,2
483,1,3,0,2
484,1,2,0,3
485,0,2,1,3
486,1,2,3,0
487,1,3,2,0
488,1,3,2,0
489,0,1,3,2
490,1,3,0,2
491,1,2,0,3
492,3,1,2,0
493,0,1,3,2
494,3,2,1,0
495,0,1,2,3
496,3,2,1,0
497,2,1,0,3
498,2,3,0,1
499,2,0,1,3
500,1,3,0,2
501,3,2,1,0
502,3,0,1,2
503,2,3,0,1
504,3,1,2,0
505,1,3,0,2
506,2,0,1,3
507,3,2,1,0
508,2,3,1,0
509,1,3,0,2
510,1,3,0,2
511,1,0,2,3
512,1,0,3,2
513,0,3,1,2
514,1,0,3,2
515,0,1,3,2
516,1,0,3,2
517,3,0,1,2
518,1,3,0,2
519,1,2,3,0
520,1,0,3,2
521,3,1,2,0
522,1,3,2,0
523,1,2,3,0
524,2,1,3,0
525,2,3,0,1
526,3,2,0,1
527,1,3,0,2
528,0,2,3,1
529,1,2,3,0
530,0,3,1,2
531,2,1,3,0
532,3,0,1,2
533,3,1,0,2
534,0,3,2,1
535,0,2,1,3
536,1,3,0,2
537,1,2,0,3
538,1,0,2,3
539,0,1,2,3
540,1,0,2,3
541,3,1,2,0
542,1,3,0,2
543,0,1,3,2
544,1,0,2,3
545,0,1,3,2
546,2,1,3,0
547,2,1,0,3
548,0,1,3,2
549,1,3,0,2
550,2,1,3,0
551,2,1,3,0
552,2,3,1,0
553,2,1,0,3
554,2,0,1,3
555,1,0,3,2
556,0,3,1,2
557,0,3,1,2
558,1,3,2,0
559,1,3,2,0
560,3,2,1,0
561,3,1,0,2
562,2,1,0,3
563,2,1,3,0
564,2,3,1,0
565,1,3,0,2
566,3,1,0,2
567,3,2,1,0
568,3,0,1,2
569,1,0,2,3
570,1,2,3,0
571,1,0,3,2
572,0,3,1,2
573,1,3,2,0
574,3,1,0,2
575,3,1,0,2
576,1,3,2,0
577,0,1,3,2
578,1,2,3,0
579,1,3,2,0
580,1,3,0,2
581,3,2,0,1
582,1,3,2,0
583,1,3,2,0
584,3,0,1,2
585,3,1,2,0
586,1,3,0,2
587,3,2,1,0
588,2,1,3,0
589,1,0,3,2
590,0,1,2,3
591,3,1,0,2
592,2,1,0,3
593,2,0,1,3
594,3,1,0,2
595,2,1,3,0
596,1,2,3,0
597,1,3,0,2
598,3,0,1,2
599,2,3,1,0
600,1,2,3,0
601,3,2,1,0
602,1,3,0,2
603,1,2,0,3
604,1,2,0,3
605,0,1,3,2
606,2,1,3,0
607,1,2,0,3
608,0,3,1,2
609,2,1,3,0
610,2,3,1,0
611,3,1,0,2
612,0,3,1,2
613,0,1,2,3
614,3,0,1,2
615,1,0,2,3
616,3,2,1,0
617,0,3,1,2
618,2,3,1,0
619,1,0,2,3
620,1,2,0,3
621,1,3,2,0
622,3,1,2,0
623,1,3,0,2
624,2,1,3,0
625,2,1,3,0
626,3,0,1,2
627,1,2,3,0
628,1,0,3,2
629,1,3,2,0
630,0,2,1,3
631,0,3,2,1
632,1,2,0,3
633,1,2,0,3
634,1,2,0,3
635,3,2,0,1
636,2,1,3,0
637,0,3,2,1
638,2,1,0,3
639,0,1,3,2
640,1,0,3,2
641,2,3,1,0
642,1,3,2,0
643,1,3,2,0
644,1,3,2,0
645,3,0,1,2
646,1,2,0,3
647,0,1,3,2
648,1,3,0,2
649,3,1,2,0
650,0,2,3,1
651,3,0,1,2
652,0,2,3,1
653,3,1,2,0
654,3,0,2,1
655,1,3,2,0
656,3,1,2,0
657,2,3,1,0
658,1,3,0,2
659,0,1,2,3
660,0,1,3,2
661,1,0,3,2
662,2,3,0,1
663,0,3,1,2
664,2,1,3,0
665,3,1,2,0
666,3,1,0,2
667,1,3,0,2
668,2,0,1,3
669,2,3,0,1
670,0,1,3,2
671,3,0,1,2
672,3,1,2,0
673,1,2,3,0
674,3,2,1,0
675,3,1,0,2
676,3,2,1,0
677,1,3,2,0
678,2,1,3,0
679,1,0,3,2
680,1,3,0,2
681,3,1,0,2
682,2,1,3,0
683,3,2,0,1
684,3,1,0,2
685,1,0,2,3
686,2,1,3,0
687,1,0,3,2
688,2,3,0,1
689,0,2,3,1
690,2,1,3,0
691,0,3,2,1
692,1,2,3,0
693,3,2,0,1
694,1,3,2,0
695,0,1,2,3
696,1,0,2,3
697,1,2,3,0
698,3,1,2,0
699,1,3,2,0
700,2,1,3,0
701,2,1,3,0
702,1,3,2,0
703,0,2,3,1
704,1,2,3,0
705,2,0,1,3
706,2,3,0,1
707,3,2,1,0
708,0,1,3,2
709,0,2,3,1
710,0,2,1,3
711,0,1,2,3
712,3,2,1,0
713,2,3,1,0
714,1,0,2,3
715,3,2,1,0
716,2,0,1,3
717,0,2,1,3
718,1,2,3,0
719,0,2,1,3
720,2,1,0,3
721,1,2,3,0
722,2,1,0,3
723,2,0,1,3
724,1,3,0,2
725,1,0,3,2
726,3,0,1,2
727,0,1,3,2
728,3,2,1,0
729,3,2,1,0
730,3,0,1,2
731,0,3,2,1
732,3,2,0,1
733,3,1,2,0
734,0,3,1,2
735,1,3,2,0
736,0,2,3,1
737,0,1,3,2
738,1,3,2,0
739,1,0,2,3
740,3,1,0,2
741,1,3,2,0
742,3,1,2,0
743,1,3,2,0
744,0,1,3,2
745,1,2,3,0
746,1,2,0,3
747,1,0,3,2
748,1,3,0,2
749,1,0,2,3
750,1,3,0,2
751,0,1,3,2
752,3,0,2,1
753,0,2,3,1
754,3,2,0,1
755,3,1,0,2
756,1,0,3,2
757,1,3,0,2
758,2,1,3,0
759,3,2,1,0
760,1,3,0,2
761,1,0,3,2
762,0,3,1,2
763,2,1,3,0
764,1,2,0,3
765,1,2,3,0
766,1,3,0,2
767,2,3,1,0
768,2,1,3,0
769,3,0,1,2
770,1,3,2,0
771,2,3,0,1
772,3,1,0,2
773,1,0,3,2
774,2,1,0,3
775,1,0,3,2
776,2,0,1,3
777,1,3,0,2
778,2,1,0,3
779,1,3,2,0
780,2,3,0,1
781,0,2,1,3
782,0,3,1,2
783,0,1,3,2
784,3,1,2,0
785,2,0,1,3
786,0,3,2,1
787,3,1,2,0
788,1,0,3,2
789,0,2,1,3
790,1,0,2,3
791,3,0,2,1
792,2,1,3,0
793,0,3,1,2
794,2,0,1,3
795,3,1,2,0
796,1,3,2,0
797,1,3,2,0
798,1,0,2,3
799,0,3,1,2
800,3,2,0,1
801,0,3,2,1
802,3,0,1,2
803,1,0,3,2
804,1,3,0,2
805,1,3,0,2
806,1,0,3,2
807,0,1,3,2
808,3,0,1,2
809,3,2,0,1
810,3,1,0,2
811,2,1,3,0
812,2,3,1,0
813,1,3,0,2
814,1,3,2,0
815,1,0,3,2
816,2,1,0,3
817,2,3,1,0
818,1,3,0,2
819,1,2,0,3
820,0,3,1,2
821,1,0,2,3
822,3,0,1,2
823,3,0,1,2
824,0,3,2,1
825,1,3,2,0
826,3,1,2,0
827,0,1,3,2
828,2,1,3,0
829,1,3,0,2
830,2,1,0,3
831,3,0,2,1
832,3,2,1,0
833,1,0,3,2
834,3,1,0,2
835,1,2,0,3
836,0,1,2,3
837,2,3,1,0
838,1,2,3,0
839,2,0,3,1
840,3,1,2,0
841,1,2,3,0
842,3,1,2,0
843,3,1,2,0
844,2,3,1,0
845,3,2,0,1
846,0,2,1,3
847,1,3,2,0
848,2,0,3,1
849,1,3,2,0
850,1,3,2,0
851,2,3,1,0
852,1,3,0,2
853,3,2,1,0
854,1,3,2,0
855,0,3,1,2
856,0,1,3,2
857,1,3,0,2
858,2,1,3,0
859,3,1,2,0
860,3,2,0,1
861,2,0,1,3
862,2,1,0,3
863,1,3,2,0
864,3,1,2,0
865,0,1,3,2
866,2,1,0,3
867,1,2,3,0
868,1,0,3,2
869,2,1,0,3
870,0,1,2,3
871,0,1,2,3
872,0,1,3,2
873,1,0,3,2
874,1,3,2,0
875,3,0,1,2
876,2,1,0,3
877,2,3,1,0
878,3,0,2,1
879,3,0,1,2
880,0,1,3,2
881,2,3,1,0
882,1,0,2,3
883,1,3,0,2
884,2,0,1,3
885,0,2,3,1
886,1,3,0,2
887,2,3,1,0
888,0,3,2,1
889,3,1,0,2
890,3,1,0,2
891,0,3,1,2
892,0,2,1,3
893,0,1,3,2
894,1,2,0,3
895,2,1,3,0
896,1,3,0,2
897,0,3,1,2
898,2,1,3,0
899,2,3,0,1
900,2,3,1,0
901,3,0,1,2
902,1,2,0,3
903,3,2,1,0
904,0,2,1,3
905,3,2,1,0
906,3,0,1,2
907,0,3,1,2
908,2,3,1,0
909,2,0,1,3
910,0,1,3,2
911,2,3,1,0
912,3,2,1,0
913,2,1,3,0
914,1,2,3,0
915,3,0,1,2
916,1,2,0,3
917,1,2,3,0
918,2,0,3,1
919,0,1,2,3
920,0,2,3,1
921,3,2,1,0
922,0,1,2,3
923,1,3,0,2
924,3,1,2,0
925,1,2,3,0
926,2,3,1,0
927,3,1,2,0
928,2,3,1,0
929,0,1,2,3
930,2,3,0,1
931,2,1,0,3
932,3,2,0,1
933,3,2,1,0
934,1,3,2,0
935,3,2,0,1
936,3,1,2,0
937,0,3,1,2
938,1,2,0,3
939,0,3,1,2
940,3,1,0,2
941,1,3,2,0
942,1,0,3,2
943,2,3,1,0
944,0,1,2,3
945,2,3,1,0
946,3,1,0,2
947,3,2,0,1
948,1,3,2,0
949,1,2,3,0
950,2,3,1,0
951,2,0,3,1
952,0,2,1,3
953,3,1,2,0
954,1,3,2,0
955,1,0,3,2
956,0,3,2,1
957,1,3,2,0
958,2,3,0,1
959,1,0,3,2
960,0,1,3,2
961,3,1,0,2
962,1,3,2,0
963,2,0,1,3
964,0,1,3,2
965,1,2,0,3
966,3,0,1,2
967,0,2,3,1
968,3,0,1,2
969,1,0,2,3
970,1,0,2,3
971,1,3,0,2
972,1,3,0,2
973,2,3,0,1
974,2,1,0,3
975,0,1,2,3
976,1,2,0,3
977,3,1,2,0
978,3,2,1,0
979,0,1,2,3
980,2,1,3,0
981,2,1,3,0
982,2,1,0,3
983,1,3,2,0
984,1,0,2,3
985,3,1,2,0
986,2,3,0,1
987,0,2,1,3
988,2,3,1,0
989,2,1,3,0
990,0,1,3,2
991,0,2,3,1
992,0,1,2,3
993,1,0,2,3
994,1,3,2,0
995,1,3,2,0
996,3,1,2,0
997,2,0,1,3
998,1,2,3,0
999,3,1,0,2
